"StateFIPS","State","CensusTract","Census Tract","Year","Value","Data Comment","95% Confidence Interval","Confidence Interval Low","Confidence Interval High",
"13","Georgia","13217100903","Newton County, GA - 13217100903","2019","6.6%","","(5.9% - 7.3%)","5.9%","7.3%",
"13","Georgia","13217100903","Newton County, GA - 13217100903","2020","5.9%","","(5.3% - 6.5%)","5.3%","6.5%",
"13","Georgia","13217100903","Newton County, GA - 13217100903","2021","5.9%","","(5.0% - 6.8%)","5.0%","6.8%",
"13","Georgia","13217100903","Newton County, GA - 13217100903","2022","7.8%","","(7.0% - 8.7%)","7.0%","8.7%",
"13","Georgia","13217100904","Newton County, GA - 13217100904","2022","7.2%","","(6.5% - 8.0%)","6.5%","8.0%",
"13","Georgia","13217100905","Newton County, GA - 13217100905","2022","7.8%","","(7.0% - 8.6%)","7.0%","8.6%",
"13","Georgia","13219030100","Oconee County, GA - 13219030100","2018","5.0%","","(4.6% - 5.6%)","4.6%","5.6%",
"13","Georgia","13219030100","Oconee County, GA - 13219030100","2019","4.9%","","(4.4% - 5.5%)","4.4%","5.5%",
"13","Georgia","13219030100","Oconee County, GA - 13219030100","2020","4.3%","","(3.8% - 4.9%)","3.8%","4.9%",
"13","Georgia","13219030100","Oconee County, GA - 13219030100","2021","4.2%","","(3.6% - 5.0%)","3.6%","5.0%",
"13","Georgia","13219030100","Oconee County, GA - 13219030100","2022","Low Population","","","","",
"13","Georgia","13219030101","Oconee County, GA - 13219030101","2022","4.8%","","(4.3% - 5.3%)","4.3%","5.3%",
"13","Georgia","13219030102","Oconee County, GA - 13219030102","2022","4.6%","","(4.1% - 5.1%)","4.1%","5.1%",
"13","Georgia","13219030103","Oconee County, GA - 13219030103","2022","4.6%","","(4.2% - 5.2%)","4.2%","5.2%",
"13","Georgia","13219030104","Oconee County, GA - 13219030104","2022","4.6%","","(4.1% - 5.1%)","4.1%","5.1%",
"13","Georgia","13219030200","Oconee County, GA - 13219030200","2018","6.3%","","(5.4% - 7.3%)","5.4%","7.3%",
"13","Georgia","13219030200","Oconee County, GA - 13219030200","2019","6.9%","","(5.9% - 8.0%)","5.9%","8.0%",
"13","Georgia","13219030200","Oconee County, GA - 13219030200","2020","6.2%","","(5.3% - 7.3%)","5.3%","7.3%",
"13","Georgia","13219030200","Oconee County, GA - 13219030200","2021","6.1%","","(4.9% - 7.4%)","4.9%","7.4%",
"13","Georgia","13219030200","Oconee County, GA - 13219030200","2022","Low Population","","","","",
"13","Georgia","13219030201","Oconee County, GA - 13219030201","2022","4.6%","","(4.0% - 5.1%)","4.0%","5.1%",
"13","Georgia","13219030202","Oconee County, GA - 13219030202","2022","6.6%","","(5.9% - 7.3%)","5.9%","7.3%",
"13","Georgia","13219030300","Oconee County, GA - 13219030300","2018","6.3%","","(5.6% - 7.1%)","5.6%","7.1%",
"13","Georgia","13219030300","Oconee County, GA - 13219030300","2019","6.1%","","(5.4% - 6.9%)","5.4%","6.9%",
"13","Georgia","13219030300","Oconee County, GA - 13219030300","2020","5.5%","","(4.8% - 6.3%)","4.8%","6.3%",
"13","Georgia","13219030300","Oconee County, GA - 13219030300","2021","5.4%","","(4.4% - 6.3%)","4.4%","6.3%",
"13","Georgia","13219030300","Oconee County, GA - 13219030300","2022","5.4%","","(4.9% - 6.1%)","4.9%","6.1%",
"13","Georgia","13219030400","Oconee County, GA - 13219030400","2018","5.4%","","(4.6% - 6.3%)","4.6%","6.3%",
"13","Georgia","13219030400","Oconee County, GA - 13219030400","2019","5.2%","","(4.4% - 6.0%)","4.4%","6.0%",
"13","Georgia","13219030400","Oconee County, GA - 13219030400","2020","4.6%","","(3.7% - 5.5%)","3.7%","5.5%",
"13","Georgia","13219030400","Oconee County, GA - 13219030400","2021","4.5%","","(3.7% - 5.5%)","3.7%","5.5%",
"13","Georgia","13219030400","Oconee County, GA - 13219030400","2022","Low Population","","","","",
"13","Georgia","13219030401","Oconee County, GA - 13219030401","2022","7.4%","","(6.6% - 8.2%)","6.6%","8.2%",
"13","Georgia","13219030402","Oconee County, GA - 13219030402","2022","5.8%","","(5.2% - 6.5%)","5.2%","6.5%",
"13","Georgia","13219030500","Oconee County, GA - 13219030500","2018","6.3%","","(5.4% - 7.5%)","5.4%","7.5%",
"13","Georgia","13219030500","Oconee County, GA - 13219030500","2019","5.9%","","(5.1% - 6.9%)","5.1%","6.9%",
"13","Georgia","13219030500","Oconee County, GA - 13219030500","2020","5.3%","","(4.5% - 6.1%)","4.5%","6.1%",
"13","Georgia","13219030500","Oconee County, GA - 13219030500","2021","5.2%","","(4.3% - 6.3%)","4.3%","6.3%",
"13","Georgia","13219030500","Oconee County, GA - 13219030500","2022","6.7%","","(6.0% - 7.4%)","6.0%","7.4%",
"13","Georgia","13219030600","Oconee County, GA - 13219030600","2018","5.9%","","(5.2% - 6.7%)","5.2%","6.7%",
"13","Georgia","13219030600","Oconee County, GA - 13219030600","2019","6.3%","","(5.7% - 7.1%)","5.7%","7.1%",
"13","Georgia","13219030600","Oconee County, GA - 13219030600","2020","5.7%","","(5.0% - 6.4%)","5.0%","6.4%",
"13","Georgia","13219030600","Oconee County, GA - 13219030600","2021","5.6%","","(4.7% - 6.6%)","4.7%","6.6%",
"13","Georgia","13219030600","Oconee County, GA - 13219030600","2022","5.0%","","(4.5% - 5.6%)","4.5%","5.6%",
"13","Georgia","13221960100","Oglethorpe County, GA - 13221960100","2018","10.8%","","(9.8% - 11.8%)","9.8%","11.8%",
"13","Georgia","13221960100","Oglethorpe County, GA - 13221960100","2019","10.9%","","(9.9% - 12.0%)","9.9%","12.0%",
"13","Georgia","13221960100","Oglethorpe County, GA - 13221960100","2020","10.1%","","(9.2% - 11.1%)","9.2%","11.1%",
"13","Georgia","13221960100","Oglethorpe County, GA - 13221960100","2021","9.9%","","(8.5% - 11.5%)","8.5%","11.5%",
"13","Georgia","13221960100","Oglethorpe County, GA - 13221960100","2022","8.7%","","(7.9% - 9.7%)","7.9%","9.7%",
"13","Georgia","13221960201","Oglethorpe County, GA - 13221960201","2018","8.7%","","(8.1% - 9.6%)","8.1%","9.6%",
"13","Georgia","13221960201","Oglethorpe County, GA - 13221960201","2019","8.9%","","(8.2% - 9.6%)","8.2%","9.6%",
"13","Georgia","13221960201","Oglethorpe County, GA - 13221960201","2020","8.1%","","(7.4% - 8.9%)","7.4%","8.9%",
"13","Georgia","13221960201","Oglethorpe County, GA - 13221960201","2021","8.0%","","(6.9% - 9.3%)","6.9%","9.3%",
"13","Georgia","13221960201","Oglethorpe County, GA - 13221960201","2022","Low Population","","","","",
"13","Georgia","13221960202","Oglethorpe County, GA - 13221960202","2018","10.8%","","(10.0% - 11.5%)","10.0%","11.5%",
"13","Georgia","13221960202","Oglethorpe County, GA - 13221960202","2019","10.3%","","(9.6% - 11.0%)","9.6%","11.0%",
"13","Georgia","13221960202","Oglethorpe County, GA - 13221960202","2020","9.5%","","(8.8% - 10.2%)","8.8%","10.2%",
"13","Georgia","13221960202","Oglethorpe County, GA - 13221960202","2021","9.3%","","(8.2% - 10.6%)","8.2%","10.6%",
"13","Georgia","13221960202","Oglethorpe County, GA - 13221960202","2022","Low Population","","","","",
"13","Georgia","13221960203","Oglethorpe County, GA - 13221960203","2022","10.3%","","(9.3% - 11.4%)","9.3%","11.4%",
"13","Georgia","13221960204","Oglethorpe County, GA - 13221960204","2022","9.0%","","(8.2% - 10.0%)","8.2%","10.0%",
"13","Georgia","13221960205","Oglethorpe County, GA - 13221960205","2022","10.7%","","(9.6% - 11.8%)","9.6%","11.8%",
"13","Georgia","13221960206","Oglethorpe County, GA - 13221960206","2022","9.8%","","(8.8% - 10.8%)","8.8%","10.8%",
"13","Georgia","13221960300","Oglethorpe County, GA - 13221960300","2018","8.9%","","(8.3% - 9.6%)","8.3%","9.6%",
"13","Georgia","13221960300","Oglethorpe County, GA - 13221960300","2019","8.1%","","(7.5% - 8.6%)","7.5%","8.6%",
"13","Georgia","13221960300","Oglethorpe County, GA - 13221960300","2020","7.2%","","(6.6% - 7.8%)","6.6%","7.8%",
"13","Georgia","13221960300","Oglethorpe County, GA - 13221960300","2021","7.2%","","(6.2% - 8.3%)","6.2%","8.3%",
"13","Georgia","13221960300","Oglethorpe County, GA - 13221960300","2022","7.6%","","(6.9% - 8.5%)","6.9%","8.5%",
"13","Georgia","13223120101","Paulding County, GA - 13223120101","2018","5.4%","","(4.7% - 6.3%)","4.7%","6.3%",
"13","Georgia","13223120101","Paulding County, GA - 13223120101","2019","5.4%","","(4.7% - 6.2%)","4.7%","6.2%",
"13","Georgia","13223120101","Paulding County, GA - 13223120101","2020","4.9%","","(4.2% - 5.6%)","4.2%","5.6%",
"13","Georgia","13223120101","Paulding County, GA - 13223120101","2021","4.8%","","(4.0% - 5.8%)","4.0%","5.8%",
"13","Georgia","13223120101","Paulding County, GA - 13223120101","2022","Low Population","","","","",
"13","Georgia","13223120102","Paulding County, GA - 13223120102","2018","5.7%","","(5.1% - 6.4%)","5.1%","6.4%",
"13","Georgia","13223120102","Paulding County, GA - 13223120102","2019","5.9%","","(5.3% - 6.6%)","5.3%","6.6%",
"13","Georgia","13223120102","Paulding County, GA - 13223120102","2020","5.3%","","(4.7% - 5.9%)","4.7%","5.9%",
"13","Georgia","13223120102","Paulding County, GA - 13223120102","2021","5.3%","","(4.4% - 6.2%)","4.4%","6.2%",
"13","Georgia","13223120102","Paulding County, GA - 13223120102","2022","Low Population","","","","",
"13","Georgia","13223120103","Paulding County, GA - 13223120103","2018","5.0%","","(4.3% - 5.7%)","4.3%","5.7%",
"13","Georgia","13223120103","Paulding County, GA - 13223120103","2019","5.0%","","(4.3% - 5.7%)","4.3%","5.7%",
"13","Georgia","13223120103","Paulding County, GA - 13223120103","2020","4.4%","","(3.8% - 5.1%)","3.8%","5.1%",
"13","Georgia","13223120103","Paulding County, GA - 13223120103","2021","4.4%","","(3.6% - 5.3%)","3.6%","5.3%",
"13","Georgia","13223120103","Paulding County, GA - 13223120103","2022","Low Population","","","","",
"13","Georgia","13223120104","Paulding County, GA - 13223120104","2018","6.8%","","(5.9% - 7.8%)","5.9%","7.8%",
"13","Georgia","13223120104","Paulding County, GA - 13223120104","2019","6.3%","","(5.4% - 7.1%)","5.4%","7.1%",
"13","Georgia","13223120104","Paulding County, GA - 13223120104","2020","5.7%","","(4.9% - 6.5%)","4.9%","6.5%",
"13","Georgia","13223120104","Paulding County, GA - 13223120104","2021","5.6%","","(4.7% - 6.7%)","4.7%","6.7%",
"13","Georgia","13223120104","Paulding County, GA - 13223120104","2022","6.2%","","(5.5% - 6.8%)","5.5%","6.8%",
"13","Georgia","13223120105","Paulding County, GA - 13223120105","2022","5.6%","","(5.1% - 6.2%)","5.1%","6.2%",
"13","Georgia","13223120106","Paulding County, GA - 13223120106","2022","6.0%","","(5.4% - 6.7%)","5.4%","6.7%",
"13","Georgia","13223120107","Paulding County, GA - 13223120107","2022","5.5%","","(5.0% - 6.2%)","5.0%","6.2%",
"13","Georgia","13223120108","Paulding County, GA - 13223120108","2022","5.7%","","(5.1% - 6.3%)","5.1%","6.3%",
"13","Georgia","13223120109","Paulding County, GA - 13223120109","2022","4.7%","","(4.2% - 5.3%)","4.2%","5.3%",
"13","Georgia","13223120110","Paulding County, GA - 13223120110","2022","5.1%","","(4.6% - 5.7%)","4.6%","5.7%",
"13","Georgia","13223120111","Paulding County, GA - 13223120111","2022","5.9%","","(5.3% - 6.6%)","5.3%","6.6%",
"13","Georgia","13223120202","Paulding County, GA - 13223120202","2018","5.9%","","(5.3% - 6.5%)","5.3%","6.5%",
"13","Georgia","13223120202","Paulding County, GA - 13223120202","2019","5.6%","","(5.2% - 6.1%)","5.2%","6.1%",
"13","Georgia","13223120202","Paulding County, GA - 13223120202","2020","5.0%","","(4.6% - 5.5%)","4.6%","5.5%",
"13","Georgia","13223120202","Paulding County, GA - 13223120202","2021","5.0%","","(4.4% - 5.9%)","4.4%","5.9%",
"13","Georgia","13223120202","Paulding County, GA - 13223120202","2022","Low Population","","","","",
"13","Georgia","13223120203","Paulding County, GA - 13223120203","2018","6.9%","","(5.8% - 8.2%)","5.8%","8.2%",
"13","Georgia","13223120203","Paulding County, GA - 13223120203","2019","6.4%","","(5.5% - 7.5%)","5.5%","7.5%",
"13","Georgia","13223120203","Paulding County, GA - 13223120203","2020","5.8%","","(4.9% - 6.8%)","4.9%","6.8%",
"13","Georgia","13223120203","Paulding County, GA - 13223120203","2021","5.8%","","(4.8% - 7.0%)","4.8%","7.0%",
"13","Georgia","13223120203","Paulding County, GA - 13223120203","2022","7.5%","","(6.7% - 8.3%)","6.7%","8.3%",
"13","Georgia","13223120204","Paulding County, GA - 13223120204","2018","7.0%","","(6.1% - 7.9%)","6.1%","7.9%",
"13","Georgia","13223120204","Paulding County, GA - 13223120204","2019","6.4%","","(5.6% - 7.1%)","5.6%","7.1%",
"13","Georgia","13223120204","Paulding County, GA - 13223120204","2020","5.7%","","(5.1% - 6.4%)","5.1%","6.4%",
"13","Georgia","13223120204","Paulding County, GA - 13223120204","2021","5.7%","","(4.7% - 6.8%)","4.7%","6.8%",
"13","Georgia","13223120204","Paulding County, GA - 13223120204","2022","Low Population","","","","",
"13","Georgia","13223120205","Paulding County, GA - 13223120205","2022","5.3%","","(4.8% - 5.9%)","4.8%","5.9%",
"13","Georgia","13223120206","Paulding County, GA - 13223120206","2022","6.6%","","(6.0% - 7.4%)","6.0%","7.4%",
"13","Georgia","13223120207","Paulding County, GA - 13223120207","2022","7.0%","","(6.3% - 7.7%)","6.3%","7.7%",
"13","Georgia","13223120208","Paulding County, GA - 13223120208","2022","6.5%","","(5.9% - 7.3%)","5.9%","7.3%",
"13","Georgia","13223120301","Paulding County, GA - 13223120301","2018","7.4%","","(6.7% - 8.3%)","6.7%","8.3%",
"13","Georgia","13223120301","Paulding County, GA - 13223120301","2019","7.5%","","(6.8% - 8.2%)","6.8%","8.2%",
"13","Georgia","13223120301","Paulding County, GA - 13223120301","2020","6.9%","","(6.0% - 7.8%)","6.0%","7.8%",
"13","Georgia","13223120301","Paulding County, GA - 13223120301","2021","6.8%","","(5.8% - 7.9%)","5.8%","7.9%",
"13","Georgia","13223120301","Paulding County, GA - 13223120301","2022","7.8%","","(7.0% - 8.7%)","7.0%","8.7%",
"13","Georgia","13223120302","Paulding County, GA - 13223120302","2018","7.9%","","(7.4% - 8.5%)","7.4%","8.5%",
"13","Georgia","13223120302","Paulding County, GA - 13223120302","2019","8.3%","","(7.8% - 8.9%)","7.8%","8.9%",
"13","Georgia","13223120302","Paulding County, GA - 13223120302","2020","7.7%","","(7.0% - 8.4%)","7.0%","8.4%",
"13","Georgia","13223120302","Paulding County, GA - 13223120302","2021","7.6%","","(6.6% - 8.6%)","6.6%","8.6%",
"13","Georgia","13223120302","Paulding County, GA - 13223120302","2022","Low Population","","","","",
"13","Georgia","13223120303","Paulding County, GA - 13223120303","2018","6.6%","","(5.8% - 7.5%)","5.8%","7.5%",
"13","Georgia","13223120303","Paulding County, GA - 13223120303","2019","6.1%","","(5.4% - 6.9%)","5.4%","6.9%",
"13","Georgia","13223120303","Paulding County, GA - 13223120303","2020","5.5%","","(4.8% - 6.2%)","4.8%","6.2%",
"13","Georgia","13223120303","Paulding County, GA - 13223120303","2021","5.4%","","(4.6% - 6.4%)","4.6%","6.4%",
"13","Georgia","13223120303","Paulding County, GA - 13223120303","2022","5.6%","","(5.0% - 6.3%)","5.0%","6.3%",
"13","Georgia","13223120304","Paulding County, GA - 13223120304","2022","7.7%","","(6.9% - 8.5%)","6.9%","8.5%",
"13","Georgia","13223120305","Paulding County, GA - 13223120305","2022","7.9%","","(7.1% - 8.8%)","7.1%","8.8%",
"13","Georgia","13223120306","Paulding County, GA - 13223120306","2022","5.5%","","(5.0% - 6.2%)","5.0%","6.2%",
"13","Georgia","13223120307","Paulding County, GA - 13223120307","2022","8.0%","","(7.2% - 8.9%)","7.2%","8.9%",
"13","Georgia","13223120400","Paulding County, GA - 13223120400","2018","7.3%","","(6.7% - 7.8%)","6.7%","7.8%",
"13","Georgia","13223120400","Paulding County, GA - 13223120400","2019","7.1%","","(6.7% - 7.6%)","6.7%","7.6%",
"13","Georgia","13223120400","Paulding County, GA - 13223120400","2020","6.5%","","(6.1% - 6.9%)","6.1%","6.9%",
"13","Georgia","13223120400","Paulding County, GA - 13223120400","2021","6.5%","","(5.6% - 7.3%)","5.6%","7.3%",
"13","Georgia","13223120400","Paulding County, GA - 13223120400","2022","Low Population","","","","",
"13","Georgia","13223120401","Paulding County, GA - 13223120401","2022","8.8%","","(7.9% - 9.7%)","7.9%","9.7%",
"13","Georgia","13223120402","Paulding County, GA - 13223120402","2022","7.8%","","(7.0% - 8.6%)","7.0%","8.6%",
"13","Georgia","13223120403","Paulding County, GA - 13223120403","2022","7.4%","","(6.7% - 8.2%)","6.7%","8.2%",
"13","Georgia","13223120501","Paulding County, GA - 13223120501","2018","6.2%","","(5.8% - 6.6%)","5.8%","6.6%",
"13","Georgia","13223120501","Paulding County, GA - 13223120501","2019","5.8%","","(5.4% - 6.2%)","5.4%","6.2%",
"13","Georgia","13223120501","Paulding County, GA - 13223120501","2020","5.2%","","(4.7% - 5.7%)","4.7%","5.7%",
"13","Georgia","13223120501","Paulding County, GA - 13223120501","2021","5.2%","","(4.5% - 6.0%)","4.5%","6.0%",
"13","Georgia","13223120501","Paulding County, GA - 13223120501","2022","Low Population","","","","",
"13","Georgia","13223120502","Paulding County, GA - 13223120502","2018","6.5%","","(5.8% - 7.3%)","5.8%","7.3%",
"13","Georgia","13223120502","Paulding County, GA - 13223120502","2019","6.2%","","(5.6% - 6.8%)","5.6%","6.8%",
"13","Georgia","13223120502","Paulding County, GA - 13223120502","2020","5.6%","","(5.0% - 6.2%)","5.0%","6.2%",
"13","Georgia","13223120502","Paulding County, GA - 13223120502","2021","5.5%","","(4.6% - 6.4%)","4.6%","6.4%",
"13","Georgia","13223120502","Paulding County, GA - 13223120502","2022","Low Population","","","","",
"13","Georgia","13223120503","Paulding County, GA - 13223120503","2018","6.3%","","(5.5% - 7.1%)","5.5%","7.1%",
"13","Georgia","13223120503","Paulding County, GA - 13223120503","2019","6.3%","","(5.6% - 7.2%)","5.6%","7.2%",
"13","Georgia","13223120503","Paulding County, GA - 13223120503","2020","5.7%","","(4.9% - 6.5%)","4.9%","6.5%",
"13","Georgia","13223120503","Paulding County, GA - 13223120503","2021","5.6%","","(4.7% - 6.7%)","4.7%","6.7%",
"13","Georgia","13223120503","Paulding County, GA - 13223120503","2022","7.3%","","(6.6% - 8.1%)","6.6%","8.1%",
"13","Georgia","13223120504","Paulding County, GA - 13223120504","2022","6.8%","","(6.1% - 7.6%)","6.1%","7.6%",
"13","Georgia","13223120505","Paulding County, GA - 13223120505","2022","7.4%","","(6.7% - 8.2%)","6.7%","8.2%",
"13","Georgia","13223120506","Paulding County, GA - 13223120506","2022","6.1%","","(5.4% - 6.7%)","5.4%","6.7%",
"13","Georgia","13223120507","Paulding County, GA - 13223120507","2022","6.2%","","(5.6% - 6.9%)","5.6%","6.9%",
"13","Georgia","13223120601","Paulding County, GA - 13223120601","2018","6.0%","","(5.3% - 6.7%)","5.3%","6.7%",
"13","Georgia","13223120601","Paulding County, GA - 13223120601","2019","6.0%","","(5.3% - 6.7%)","5.3%","6.7%",
"13","Georgia","13223120601","Paulding County, GA - 13223120601","2020","5.4%","","(4.8% - 6.0%)","4.8%","6.0%",
"13","Georgia","13223120601","Paulding County, GA - 13223120601","2021","5.3%","","(4.5% - 6.3%)","4.5%","6.3%",
"13","Georgia","13223120601","Paulding County, GA - 13223120601","2022","6.9%","","(6.2% - 7.7%)","6.2%","7.7%",
"13","Georgia","13223120602","Paulding County, GA - 13223120602","2018","5.9%","","(5.2% - 6.8%)","5.2%","6.8%",
"13","Georgia","13223120602","Paulding County, GA - 13223120602","2019","5.4%","","(4.6% - 6.2%)","4.6%","6.2%",
"13","Georgia","13223120602","Paulding County, GA - 13223120602","2020","4.8%","","(4.1% - 5.5%)","4.1%","5.5%",
"13","Georgia","13223120602","Paulding County, GA - 13223120602","2021","4.8%","","(3.9% - 5.7%)","3.9%","5.7%",
"13","Georgia","13223120602","Paulding County, GA - 13223120602","2022","Low Population","","","","",
"13","Georgia","13223120603","Paulding County, GA - 13223120603","2018","7.1%","","(6.5% - 7.8%)","6.5%","7.8%",
"13","Georgia","13223120603","Paulding County, GA - 13223120603","2019","7.2%","","(6.6% - 7.9%)","6.6%","7.9%",
"13","Georgia","13223120603","Paulding County, GA - 13223120603","2020","6.7%","","(6.0% - 7.3%)","6.0%","7.3%",
"13","Georgia","13223120603","Paulding County, GA - 13223120603","2021","6.6%","","(5.7% - 7.6%)","5.7%","7.6%",
"13","Georgia","13223120603","Paulding County, GA - 13223120603","2022","6.9%","","(6.2% - 7.6%)","6.2%","7.6%",
"13","Georgia","13223120604","Paulding County, GA - 13223120604","2018","6.1%","","(5.4% - 6.7%)","5.4%","6.7%",
"13","Georgia","13223120604","Paulding County, GA - 13223120604","2019","5.8%","","(5.2% - 6.5%)","5.2%","6.5%",
"13","Georgia","13223120604","Paulding County, GA - 13223120604","2020","5.2%","","(4.7% - 5.9%)","4.7%","5.9%",
"13","Georgia","13223120604","Paulding County, GA - 13223120604","2021","5.2%","","(4.4% - 6.1%)","4.4%","6.1%",
"13","Georgia","13223120604","Paulding County, GA - 13223120604","2022","7.2%","","(6.5% - 8.0%)","6.5%","8.0%",
"13","Georgia","13223120605","Paulding County, GA - 13223120605","2018","7.5%","","(6.8% - 8.3%)","6.8%","8.3%",
"13","Georgia","13223120605","Paulding County, GA - 13223120605","2019","6.5%","","(5.9% - 7.1%)","5.9%","7.1%",
"13","Georgia","13223120605","Paulding County, GA - 13223120605","2020","5.8%","","(5.3% - 6.4%)","5.3%","6.4%",
"13","Georgia","13223120605","Paulding County, GA - 13223120605","2021","5.8%","","(4.9% - 6.8%)","4.9%","6.8%",
"13","Georgia","13223120605","Paulding County, GA - 13223120605","2022","7.0%","","(6.3% - 7.8%)","6.3%","7.8%",
"13","Georgia","13223120606","Paulding County, GA - 13223120606","2022","5.9%","","(5.3% - 6.6%)","5.3%","6.6%",
"13","Georgia","13223120607","Paulding County, GA - 13223120607","2022","5.7%","","(5.1% - 6.4%)","5.1%","6.4%",
"13","Georgia","13225040101","Peach County, GA - 13225040101","2018","6.9%","","(6.1% - 7.8%)","6.1%","7.8%",
"13","Georgia","13225040101","Peach County, GA - 13225040101","2019","7.2%","","(6.3% - 8.1%)","6.3%","8.1%",
"13","Georgia","13225040101","Peach County, GA - 13225040101","2020","6.3%","","(5.5% - 7.1%)","5.5%","7.1%",
"13","Georgia","13225040101","Peach County, GA - 13225040101","2021","6.3%","","(5.3% - 7.6%)","5.3%","7.6%",
"13","Georgia","13225040101","Peach County, GA - 13225040101","2022","7.9%","","(7.1% - 8.8%)","7.1%","8.8%",
"13","Georgia","13225040102","Peach County, GA - 13225040102","2018","8.3%","","(7.5% - 9.1%)","7.5%","9.1%",
"13","Georgia","13225040102","Peach County, GA - 13225040102","2019","8.2%","","(7.4% - 9.0%)","7.4%","9.0%",
"13","Georgia","13225040102","Peach County, GA - 13225040102","2020","7.4%","","(6.3% - 8.4%)","6.3%","8.4%",
"13","Georgia","13225040102","Peach County, GA - 13225040102","2021","7.4%","","(6.3% - 8.6%)","6.3%","8.6%",
"13","Georgia","13225040102","Peach County, GA - 13225040102","2022","Low Population","","","","",
"13","Georgia","13225040103","Peach County, GA - 13225040103","2022","7.6%","","(6.8% - 8.4%)","6.8%","8.4%",
"13","Georgia","13225040104","Peach County, GA - 13225040104","2022","10.5%","","(9.3% - 11.5%)","9.3%","11.5%",
"13","Georgia","13225040105","Peach County, GA - 13225040105","2022","9.7%","","(8.7% - 10.7%)","8.7%","10.7%",
"13","Georgia","13225040200","Peach County, GA - 13225040200","2018","9.5%","","(8.7% - 10.3%)","8.7%","10.3%",
"13","Georgia","13225040200","Peach County, GA - 13225040200","2019","9.4%","","(8.5% - 10.3%)","8.5%","10.3%",
"13","Georgia","13225040200","Peach County, GA - 13225040200","2020","8.5%","","(7.6% - 9.4%)","7.6%","9.4%",
"13","Georgia","13225040200","Peach County, GA - 13225040200","2021","8.6%","","(7.4% - 9.9%)","7.4%","9.9%",
"13","Georgia","13225040200","Peach County, GA - 13225040200","2022","9.0%","","(8.1% - 9.9%)","8.1%","9.9%",
"13","Georgia","13225040301","Peach County, GA - 13225040301","2018","8.5%","","(7.7% - 9.3%)","7.7%","9.3%",
"13","Georgia","13225040301","Peach County, GA - 13225040301","2019","7.9%","","(7.2% - 8.6%)","7.2%","8.6%",
"13","Georgia","13225040301","Peach County, GA - 13225040301","2020","7.0%","","(6.2% - 8.1%)","6.2%","8.1%",
"13","Georgia","13225040301","Peach County, GA - 13225040301","2021","7.1%","","(6.1% - 8.3%)","6.1%","8.3%",
"13","Georgia","13225040301","Peach County, GA - 13225040301","2022","8.3%","","(7.4% - 9.2%)","7.4%","9.2%",
"13","Georgia","13225040302","Peach County, GA - 13225040302","2018","11.3%","","(10.3% - 12.4%)","10.3%","12.4%",
"13","Georgia","13225040302","Peach County, GA - 13225040302","2019","11.7%","","(10.7% - 12.8%)","10.7%","12.8%",
"13","Georgia","13225040302","Peach County, GA - 13225040302","2020","10.8%","","(9.6% - 12.2%)","9.6%","12.2%",
"13","Georgia","13225040302","Peach County, GA - 13225040302","2021","10.9%","","(9.5% - 12.5%)","9.5%","12.5%",
"13","Georgia","13225040302","Peach County, GA - 13225040302","2022","11.2%","","(10.1% - 12.3%)","10.1%","12.3%",
"13","Georgia","13225040400","Peach County, GA - 13225040400","2018","6.2%","","(5.5% - 7.2%)","5.5%","7.2%",
"13","Georgia","13225040400","Peach County, GA - 13225040400","2019","6.5%","","(5.7% - 7.3%)","5.7%","7.3%",
"13","Georgia","13225040400","Peach County, GA - 13225040400","2020","5.8%","","(5.0% - 6.7%)","5.0%","6.7%",
"13","Georgia","13225040400","Peach County, GA - 13225040400","2021","5.9%","","(5.0% - 7.0%)","5.0%","7.0%",
"13","Georgia","13225040400","Peach County, GA - 13225040400","2022","7.6%","","(6.8% - 8.4%)","6.8%","8.4%",
"13","Georgia","13227050100","Pickens County, GA - 13227050100","2018","7.9%","","(6.1% - 9.9%)","6.1%","9.9%",
"13","Georgia","13227050100","Pickens County, GA - 13227050100","2019","7.9%","","(6.3% - 9.6%)","6.3%","9.6%",
"13","Georgia","13227050100","Pickens County, GA - 13227050100","2020","7.2%","","(5.7% - 8.9%)","5.7%","8.9%",
"13","Georgia","13227050100","Pickens County, GA - 13227050100","2021","7.1%","","(5.5% - 9.0%)","5.5%","9.0%",
"13","Georgia","13227050100","Pickens County, GA - 13227050100","2022","Low Population","","","","",
"13","Georgia","13227050101","Pickens County, GA - 13227050101","2022","8.0%","","(7.2% - 8.9%)","7.2%","8.9%",
"13","Georgia","13227050102","Pickens County, GA - 13227050102","2022","7.3%","","(6.5% - 8.2%)","6.5%","8.2%",
"13","Georgia","13227050200","Pickens County, GA - 13227050200","2018","9.5%","","(8.5% - 10.6%)","8.5%","10.6%",
"13","Georgia","13227050200","Pickens County, GA - 13227050200","2019","9.0%","","(8.1% - 10.1%)","8.1%","10.1%",
"13","Georgia","13227050200","Pickens County, GA - 13227050200","2020","8.2%","","(7.0% - 9.5%)","7.0%","9.5%",
"13","Georgia","13227050200","Pickens County, GA - 13227050200","2021","8.1%","","(6.9% - 9.4%)","6.9%","9.4%",
"13","Georgia","13227050200","Pickens County, GA - 13227050200","2022","Low Population","","","","",
"13","Georgia","13227050201","Pickens County, GA - 13227050201","2022","10.5%","","(9.5% - 11.6%)","9.5%","11.6%",
